course title,course url,course description,Ratings,reviews,duration,Lectures,course level,instructors
Practical Deep Learning with PyTorch,https://www.udemy.com/course/practical-deep-learning-with-pytorch/,Accelerate your deep learning with PyTorch covering all the fundamentals of deep learning with a python-first framework.,Rating: 3.8 out of 5,1669 reviews,6.5 total hours,58 lectures,Beginner,Deep Learning Wizard
Learn Python for Data Science & Machine Learning from A-Z,https://www.udemy.com/course/python-for-data-science-machine-learning/,"Become a professional Data Scientist and learn how to use NumPy, Pandas, Machine Learning and more!",Rating: 4.4 out of 5,1601 reviews,23 total hours,140 lectures,All Levels,"Juan E. Galvan, Ahmed Wael"
Data Manipulation in Python: A Pandas Crash Course,https://www.udemy.com/course/data-manipulation-in-python/,"Learn how to use Python and Pandas for data analysis and data manipulation. Transform, clean and merge data with Python.",Rating: 4.6 out of 5,1514 reviews,9 total hours,57 lectures,Beginner,Samuel Hinton
Cutting-Edge AI: Deep Reinforcement Learning in Python,https://www.udemy.com/course/cutting-edge-artificial-intelligence/,"Apply deep learning to artificial intelligence and reinforcement learning using evolution strategies, A2C, and DDPG",Rating: 4.7 out of 5,1483 reviews,8.5 total hours,50 lectures,Expert,Lazy Programmer Inc.
Applied Statistical Modeling for Data Analysis in R,https://www.udemy.com/course/applied-statistical-modeling-for-data-analysis-in-r/,Your Complete Guide to Statistical Data Analysis and Visualization For Practical Applications in R,Rating: 4.5 out of 5,1468 reviews,9.5 total hours,71 lectures,All Levels,Minerva Singh
Modern Natural Language Processing in Python,https://www.udemy.com/course/modern-nlp/,Solve Seq2Seq and Classification NLP tasks with Transformer and CNN using Tensorflow 2 in Google Colab,Rating: 4.2 out of 5,1457 reviews,6 total hours,38 lectures,Intermediate,"Martin Jocqueviel, Ligency I Team, Ligency Team"
Artificial Intelligence in Web Design + Live Class,https://www.udemy.com/course/artificial-intelligence-website-creation-2018-no-coding/,Learn incredible tools and tech in this course that cover Artificial Intelligence (AI) powered Web Design concepts,Rating: 4.5 out of 5,1447 reviews,4 total hours,22 lectures,Beginner,"Srinidhi Ranganathan, First Look Digital Marketing Solutions Pvt. Ltd."
Hands On Natural Language Processing (NLP) using Python,https://www.udemy.com/course/hands-on-natural-language-processing-using-python/,"Learn Natural Language Processing ( NLP ) & Text Mining by creating text classifier, article summarizer, and many more.",Rating: 4.7 out of 5,1442 reviews,10.5 total hours,93 lectures,All Levels,Next Edge Coding
Artificial Intelligence Masterclass,https://www.udemy.com/course/artificial-intelligence-masterclass/,"Enter the new era of Hybrid AI Models optimized by Deep NeuroEvolution, with a complete toolkit of ML, DL & AI models",Rating: 4.5 out of 5,1424 reviews,12 total hours,89 lectures,Beginner,"Hadelin de Ponteves, Kirill Eremenko, Ligency I Team, Ligency Team"
"Data Manipulation in Python: Master Python, Numpy & Pandas",https://www.udemy.com/course/master-data-science-in-python/,"Learn Python, NumPy & Pandas for Data Science: Master essential data manipulation for data science in python",Rating: 4.4 out of 5,1409 reviews,4 total hours,107 lectures,Beginner,Meta Brains
PyTorch: Deep Learning and Artificial Intelligence,https://www.udemy.com/course/pytorch-deep-learning/,"Neural Networks for Computer Vision, Time Series Forecasting, NLP, GANs, Reinforcement Learning, and More!",Rating: 4.7 out of 5,1378 reviews,24 total hours,145 lectures,All Levels,"Lazy Programmer Team, Lazy Programmer Inc."
Mastering Data Science and Machine Learning Fundamentals,https://www.udemy.com/course/mastering-data-science-and-machine-learning-fundamentals/,"Data Science & Machine Learning- Data Science, Machine Learning, Regression, Classification and Clustering [THEORY ONLY]",Rating: 4.8 out of 5,1377 reviews,2 total hours,20 lectures,All Levels,AI Sciences
Deep Learning Foundation : Linear Regression and Statistics,https://www.udemy.com/course/linear-regression-in-python-statistics-and-coding/,"Learn linear regression from scratch, Statistics, R-Squared, Python, Gradient descent, Deep Learning, Machine Learning",Rating: 3.4 out of 5,1359 reviews,6.5 total hours,44 lectures,All Levels,Jay Bhatt
Machine Learning Practical Workout | 8 Real-World Projects,https://www.udemy.com/course/deep-learning-machine-learning-practical/,"Build 8 Practical Projects and Go from Zero to Hero in Deep/Machine Learning, Artificial Neural Networks",Rating: 4.5 out of 5,1331 reviews,14 total hours,90 lectures,Beginner,"Dr. Ryan Ahmed, Ph.D., MBA, Ligency I Team, Mitchell Bouchard, Ligency Team"
"The Complete Neural Networks Bootcamp: Theory, Applications",https://www.udemy.com/course/the-complete-neural-networks-bootcamp-theory-applications/,"Deep Learning and Neural Networks Theory and Applications with PyTorch! Including Transformers, BERT and GPT!",Rating: 4.7 out of 5,1326 reviews,44 total hours,306 lectures,All Levels,Fawaz Sammani
Machine Learning and Data Science Hands-on with Python and R,https://www.udemy.com/course/machine-learning-masterclass/,"Machine Learning, Statistics, Python, AI, Tensorflow, AWS, Deep Learning, R Programming, NLP, Bayesian, BI and much more",Rating: 4.4 out of 5,1325 reviews,72.5 total hours,522 lectures,All Levels,eduCBA (CBCPL)
Apache Cassandra in 2 hours,https://www.udemy.com/course/learn-cassandra-from-scratch/,"A complete  guide for Cassandra architecture, Query language ,Cluster management, Java & Spark integration,",Rating: 4.3 out of 5,1322 reviews,2 total hours,26 lectures,All Levels,Navdeep Kaur
AWS SageMaker Practical for Beginners | Build 6 Projects,https://www.udemy.com/course/practical-aws-sagemaker-6-real-world-case-studies/,"Master AWS SageMaker Algorithms (Linear Learner, XGBoost, PCA, Image Classification) & Learn SageMaker Studio & AutoML",Rating: 4.6 out of 5,1301 reviews,16 total hours,109 lectures,Intermediate,"Dr. Ryan Ahmed, Ph.D., MBA, Ligency I Team, Mitchell Bouchard, Ligency Team"
Complete Linear Regression Analysis in Python,https://www.udemy.com/course/machine-learning-basics-building-regression-model-in-python/,"Linear Regression in Python| Simple Regression, Multiple Regression, Ridge Regression, Lasso and subset selection also",Rating: 4.5 out of 5,1292 reviews,7.5 total hours,71 lectures,All Levels,Start-Tech Academy
Artificial Intelligence in Digital Marketing + Live Class,https://www.udemy.com/course/artificial-intelligence-in-digital-marketing/,Learn incredible Artificial Intelligence in Digital Marketing Automation Tools in 2022,Rating: 4.0 out of 5,1287 reviews,10 total hours,63 lectures,Beginner,"Srinidhi Ranganathan, First Look Digital Marketing Solutions Pvt. Ltd."
Learn Data Science & Machine Learning with R from A-Z,https://www.udemy.com/course/data-science-and-machine-learning-with-r-from-a-z/,"Become a professional Data Scientist with R and learn Machine Learning, Data Analysis + Visualization, Web Apps + more!",Rating: 4.4 out of 5,1279 reviews,28.5 total hours,80 lectures,All Levels,"Juan E. Galvan, Ismail Tigrek"
Apache Spark 3 - Databricks Certified Associate Developer,https://www.udemy.com/course/apache-spark-3-databricks-certified-associate-developer/,Learn Apache Spark 3 With Scala & Earn the Databricks Associate Certification to prove your skills as data professional,Rating: 4.5 out of 5,1257 reviews,4.5 total hours,35 lectures,Beginner,Wadson Guimatsa
Time Series Analysis and Forecasting using Python,https://www.udemy.com/course/machine-learning-time-series-forecasting-in-python/,Learn about time series analysis & forecasting models in Python |Time Data Visualization|AR|MA|ARIMA|Regression| ANN,Rating: 4.5 out of 5,1244 reviews,13.5 total hours,100 lectures,All Levels,Start-Tech Academy
Mathematical Foundation For Machine Learning and AI,https://www.udemy.com/course/mathematical-foundation-for-machine-learning-and-ai/,Learn the core mathematical concepts for machine learning and learn to implement them in R and python,Rating: 3.9 out of 5,1227 reviews,4.5 total hours,19 lectures,All Levels,"Eduonix Learning Solutions, Eduonix-Tech ."
Databricks Fundamentals & Apache Spark Core,https://www.udemy.com/course/databricks-fundamentals-apache-spark-core/,Learn how to process big-data using Databricks & Apache Spark 2.4 and 3.0.0 - DataFrame API and Spark SQL,Rating: 4.5 out of 5,1227 reviews,12 total hours,71 lectures,Beginner,Wadson Guimatsa
Statistics / Data Analysis in SPSS: Inferential Statistics,https://www.udemy.com/course/inferential-statistics-spss/,Increase Your Data Analytic Skills – Highly Valued And Sought After By Employers,Rating: 4.5 out of 5,1209 reviews,5 total hours,32 lectures,All Levels,Quantitative  Specialists
Machine Learning: Natural Language Processing in Python (V2),https://www.udemy.com/course/natural-language-processing-in-python/,"NLP: Use Markov Models, NLTK, Artificial Intelligence, Deep Learning, Machine Learning, and Data Science in Python",Rating: 4.6 out of 5,1190 reviews,22 total hours,152 lectures,All Levels,"Lazy Programmer Inc., Lazy Programmer Team"
Deploying AI & Machine Learning Models for Business | Python,https://www.udemy.com/course/deploy-data-science-nlp-models-with-docker-containers/,"Learn to build Machine Learning, Deep Learning & NLP Models & Deploy them with Docker Containers (DevOps) (in Python)",Rating: 4.0 out of 5,1169 reviews,4 total hours,54 lectures,Intermediate,UNP United Network of Professionals
Neural Networks in Python: Deep Learning for Beginners,https://www.udemy.com/course/neural-network-understanding-and-building-an-ann-in-python/,Learn Artificial Neural Networks (ANN) in Python. Build predictive deep learning models using Keras & Tensorflow| Python,Rating: 4.4 out of 5,1165 reviews,9.5 total hours,67 lectures,All Levels,Start-Tech Academy
Financial Engineering and Artificial Intelligence in Python,https://www.udemy.com/course/ai-finance/,"Financial Analysis, Time Series Analysis, Portfolio Optimization, CAPM, Algorithmic Trading, Q-Learning, and MORE!",Rating: 4.7 out of 5,1163 reviews,21.5 total hours,146 lectures,All Levels,"Lazy Programmer Team, Lazy Programmer Inc."
Full stack web development and AI with Python (Django),https://www.udemy.com/course/unaicorn/,"HTML, CSS, JavaScript, Python, Django, Pandas, Sklearn, Keras, Git, Linux - Full stack web development /data science/ AI",Rating: 4.5 out of 5,1147 reviews,39.5 total hours,389 lectures,All Levels,John Harper
U&P AI - Natural Language Processing (NLP) with Python,https://www.udemy.com/course/understand-and-practice-ai-natural-language-processing-in-python/,"Become an NLP Engineer by creating real projects using Python, semantic search, text mining and search engines!",Rating: 3.7 out of 5,1145 reviews,6 total hours,72 lectures,Beginner,Abdulhadi Darwish
"Time Series Analysis, Forecasting, and Machine Learning",https://www.udemy.com/course/time-series-analysis/,"Python for LSTMs, ARIMA, Deep Learning, AI, Support Vector Regression, +More Applied to Time Series Forecasting",Rating: 4.7 out of 5,1139 reviews,23 total hours,170 lectures,Intermediate,"Lazy Programmer Team, Lazy Programmer Inc."
Convolutional Neural Networks in Python: CNN Computer Vision,https://www.udemy.com/course/cnn-for-computer-vision-with-keras-and-tensorflow-in-python/,Python for Computer Vision & Image Recognition - Deep Learning Convolutional Neural Network (CNN) - Keras & TensorFlow 2,Rating: 4.5 out of 5,1129 reviews,7.5 total hours,58 lectures,All Levels,Start-Tech Academy
Learn DBT from Scratch,https://www.udemy.com/course/learn-dbt-from-scratch/,Complete guide to Learning DBT including connecting it to a Data Warehouse,Rating: 4.4 out of 5,1110 reviews,3 total hours,31 lectures,Intermediate,Jeremy Holtzman
A deep understanding of deep learning (with Python intro),https://www.udemy.com/course/deeplearning_x/,"Master deep learning in PyTorch using an experimental scientific approach, with lots of examples and practice problems.",Rating: 4.8 out of 5,1102 reviews,57.5 total hours,265 lectures,Beginner,Mike X Cohen
Python & Introduction to Data Science,https://www.udemy.com/course/python-introduction-to-data-science/,Learn the basics of Python and the most important Data Science libraries with this step by step guide!,Rating: 4.4 out of 5,1088 reviews,9 total hours,68 lectures,Beginner,AI 4 MY
Python for Data Science and Machine Learning beginners,https://www.udemy.com/course/python-for-data-science-and-machine-learning-beginners/,"A Complete Machine learning Bootcamp learn Numpy, Pandas, Matplotlib, Stats, Plotly , EDA , Scikit-learn and more!",Rating: 4.0 out of 5,1067 reviews,7.5 total hours,64 lectures,Beginner,Jay Bhatt
PySpark & AWS: Master Big Data With PySpark and AWS,https://www.udemy.com/course/pyspark-aws-master-big-data-with-pyspark-and-aws/,"Learn how to use Spark, Pyspark AWS, Spark applications, Spark EcoSystem, Hadoop and Mastering PySpark",Rating: 4.3 out of 5,1066 reviews,16.5 total hours,164 lectures,All Levels,"AI Sciences, AI Sciences Team"
Machine Learning & Data Science A-Z: Hands-on Python 2022,https://www.udemy.com/course/data-science-machine-learning-a-z-hands-on-python/,"Learn NumPy, Pandas, Matplotlib, Seaborn, Scikit-learn, Scipy and develop Machine Learning Models in Python",Rating: 4.3 out of 5,1041 reviews,14.5 total hours,75 lectures,All Levels,Navid Shirzadi
Machine Learning and AI: Support Vector Machines in Python,https://www.udemy.com/course/support-vector-machines-in-python/,Artificial Intelligence and Data Science Algorithms in Python for Classification and Regression,Rating: 4.9 out of 5,1029 reviews,9 total hours,73 lectures,Expert,"Lazy Programmer Team, Lazy Programmer Inc."
